gene	logFC	logCPM	PValue	FDR
60	BATF3	4.03790365164536	1.67670027167782	2.86676352339623e-07	0.00011654568625689
61	SAMD9L	2.77174477875204	7.51051084618909	2.98470856658991e-07	0.000119282237327549
62	TASL	2.23325253242964	3.19556072044178	3.03027579807073e-07	0.000119282237327549
63	SOCS3	1.6504114732074	4.15705676273031	3.07924349475769e-07	0.0001193158741039
64	SLC37A1	1.60344499785681	5.24627974442674	4.17353036373933e-07	0.000158190272135852
65	IFIT3	3.36250960478263	4.78747185438104	4.2100721645898e-07	0.000158190272135852
66	IER5	1.38843444382608	5.533961668472	4.54828077289352e-07	0.00016834748490595
67	TP53INP1	1.5722711560055	6.13322532229544	5.10022545293749e-07	0.000186000722069701
68	NLRC5	1.84048662560592	8.94232997239359	5.20424454406518e-07	0.000187043565867061
69	BIRC3	1.75804646557227	8.62755081729529	5.7112263065087e-07	0.000202332430250156
70	RGS1	4.84429293349541	4.6539566051766	6.68461151357206e-07	0.000225212173672484
71	APOL1	1.95897804370537	5.86599440823357	6.95755581919036e-07	0.000227026877315923
72	TANK	1.01636340276824	6.16679466563012	7.43235661901731e-07	0.000239370145188325
73	TAP2	1.68409574726373	8.0919528509271	7.73204851921234e-07	0.000245829578497368
74	TAP1	2.02985845978921	8.72095395866443	8.10599785160356e-07	0.000254456507242933
75	FOXP3	1.46853965651291	3.24236601478212	8.68715073843879e-07	0.000269290813953179
76	ZBTB24	1.05629311109659	6.22469763138136	1.00078412208037e-06	0.000306400561030507
77	APOL2	1.70324565746646	7.36992031932613	1.11309471195978e-06	0.000328614711451078
78	SAMD4A	4.74199480158372	2.32231198205547	1.15977110235967e-06	0.00033836663020491
79	MARCKSL1	-1.28421563250782	6.74344766560298	1.19178157686839e-06	0.000343662689822781
80	PLCD1	-1.25422341283479	5.34956800391173	1.34160056948474e-06	0.000382417845087956
81	TNF	3.0969639813901	4.92084020903716	1.42224882715279e-06	0.000396296052410811
82	MYO1B	3.04241020818707	0.820662878518413	1.6931366001668e-06	0.00046140763239051
83	C11orf21	-1.15464330478094	6.0737109809878	1.77202586412941e-06	0.000473452926075951
84	LONRF1	1.10317791441887	3.98674836968862	1.88717710447859e-06	0.000497873457595368
85	TRIM69	1.82147702715607	6.77730482766994	2.13474741559299e-06	0.000552895330907607
86	CD200	1.81780054598879	2.85134365898546	2.36208161598442e-06	0.000589893650593267
87	XAF1	2.10183667700857	7.44407519567843	2.36267859611509e-06	0.000589893650593267
88	ALPK1	2.49028582139249	5.22478359864679	2.3661115816151e-06	0.000589893650593267
89	GABPB1	1.04580078479882	4.8280733256258	2.37869934510774e-06	0.000589893650593267
90	LRRC32	4.12841718266439	-0.41661786577029	2.43994106128899e-06	0.000599090082959461
91	CA2	2.95188635351753	0.272202370048976	2.47725585334985e-06	0.000602288901051205
92	NFKBIA	1.4716703374583	7.83421580809015	2.51207472493773e-06	0.000604824670910008
93	FAM229A	-1.03056786573306	5.00089270865987	2.59911443522355e-06	0.000619222802492773
94	RTP4	2.31097078407596	3.93261962792483	2.62181516439135e-06	0.000619222802492773
95	DTX3L	2.12476541963191	7.54809204747103	2.7856043571234e-06	0.000651700023134937
96	IPO4	1.02041901068876	4.90014996998152	2.87754343440563e-06	0.000666917753549768
97	ST8SIA1	1.7524342543807	3.99358947939939	3.0065207977095e-06	0.000690358419096277
98	APOL3	1.83555989381648	8.37705265869277	3.48871184296711e-06	0.00078651422721583
99	GBP1P1	6.77508071655678	1.44735087671059	3.58702099868554e-06	0.000801392195913539
100	PARP11	1.29320913086468	5.2694071135252	3.68653125526585e-06	0.000816270433922658
101	SIGIRR	-1.08323442226512	6.86934942196111	3.93023498922189e-06	0.00084752954345838
102	TNFRSF18	3.44722507520789	2.25140651611742	4.45852729367332e-06	0.000953163951343144
103	BCL2L14	5.8937417504107	1.13271357525123	4.5503200474723e-06	0.000964473391942441
104	IFIH1	1.8599980420011	6.17339980061868	4.67286473750845e-06	0.00098205400530061
105	VIPR1	-1.16114881821294	6.96496269299232	4.89723877674004e-06	0.0010205598691124
106	GPRC5B	2.47603445489655	1.79398888960759	4.94735044889206e-06	0.00102241119818395
107	PSME2	1.5317104824169	7.74494010710338	5.12779275577089e-06	0.00105094324421787
108	SYTL1	-1.01513635188609	6.82411275015518	5.17232851806534e-06	0.00105138176163526
109	SDC4	3.69361347022438	2.17011300528825	6.23683781911107e-06	0.00125707674412226
110	GPR137	1.26944338876275	4.83595660401497	6.28563717372312e-06	0.00125707674412226
111	DUSP10	2.03458553522738	3.1389883266154	6.59103799661693e-06	0.00130760921022483
112	SAP25	-1.02089904837897	6.326309997002	6.70688547000413e-06	0.00132003216484629
113	GSTA4	2.74232580502965	1.09391199160358	6.86788258541853e-06	0.00132735009290605
114	APOL6	2.0821064340037	8.04983497415335	6.89300261524702e-06	0.00132735009290605
115	CARINH	1.96753388862935	5.90395483911409	7.14384119353626e-06	0.00134806189083964
116	IRAK2	1.45070266656493	3.65847253752983	7.37180855049131e-06	0.0013642797033107
117	EGR2	4.89312942464869	3.97017223684508	8.43426619239232e-06	0.00154934346151953
118	TAPBP	1.07829498468984	8.46102990313458	8.92233389806484e-06	0.00162694822307434
119	RASGEF1B	1.22067452387593	4.12630101571304	9.75374408232822e-06	0.00176557006932597
120	SORBS3	-1.01107103832313	6.66749674714927	9.86611349755467e-06	0.001772969192941
121	TRAFD1	2.04999216427648	6.93582113372679	1.07248734451476e-05	0.00191342544292242
122	CHAC1	2.94265624028347	1.50055419542444	1.09377412456634e-05	0.00192372372447664
123	IRF8	2.54527606721528	4.32791182466672	1.3097229906454e-05	0.00223998761689761
124	IL15RA	1.79857585451781	3.52290046808976	1.31925869888953e-05	0.00224084222423024
125	BTLA	1.14679877336636	4.6275884619107	1.35201922556174e-05	0.00228086563093236
126	STAT3	1.16861367371714	7.83377857667636	1.4668128446292e-05	0.0024578034955378
127	KLF10	2.9602788733675	2.85044135732102	1.48266575731611e-05	0.00246769316212632
128	NABP1	1.40425297967509	6.09652362709691	1.56775848178429e-05	0.00259192283931791
129	ESPL1	3.48862196990287	1.05111632414123	1.61296010936899e-05	0.00264899322862527
130	SGPP2	1.9715573418609	3.39837531478894	1.73151605980776e-05	0.0027883030368294
131	MFSD2A	2.89407346414315	1.97852663202774	1.84120558384271e-05	0.00294581014669131
132	TRIM21	1.45293742681058	6.26295433863583	1.99230656851704e-05	0.00316712888414449
133	MIR3142HG	1.51014853200795	3.77338680681672	2.04576177373767e-05	0.00321248641654897
134	SOCS1	2.52391790699375	3.62076613037348	2.30228812004116e-05	0.00354623870117396
135	CD69	1.60096385181378	6.10372159755067	2.39019066487258e-05	0.00365890977149229
136	CD274	2.22885738303373	5.44800017950013	2.44735103382668e-05	0.00372342688882625
137	NFKBIE	1.17344047973053	4.17083690518164	2.49705702389809e-05	0.00373627126183683
138	ID2	1.16117533473735	5.30071154011301	2.50359444170129e-05	0.00373627126183683
139	PSMB9	1.79026866497964	5.31618990996203	2.51075127264035e-05	0.00373627126183683
140	ANXA2R-OT1	1.31358466808425	5.24580580129913	2.51605831173334e-05	0.00373627126183683
141	CASZ1	1.54984791805607	3.79900646788316	2.56539103651869e-05	0.00378685311396589
142	INPP1	2.19541100447654	2.94631778508159	2.63269672937491e-05	0.00381802609308587
143	SIT1	-1.20296649543816	4.6098409404745	2.768777375773e-05	0.00396895434345634
144	GBP3	1.6298699141983	6.50092283002725	3.03180550407119e-05	0.00424778218618426
145	SLC1A5	1.42743358140496	4.11742266614815	3.18715262671607e-05	0.00443851806974636
146	ICOS	1.08349021574408	7.19417387518732	3.203736983284e-05	0.00443851806974636
147	AQP3	-1.31315820076886	7.2175670023078	3.27659446849167e-05	0.00451423701245138
148	CISH	1.3778159234459	4.56263815854209	3.38211898370704e-05	0.00463387672248348
149	CCL3	4.60417215198576	3.01550513666854	3.44805858868745e-05	0.00469826400773956
150	ARHGAP31	1.8886906996251	2.63959270659922	3.564038192512e-05	0.00479626320529759
151	ACTG1	1.00541982095115	10.1200413473164	3.57670210837314e-05	0.00479626320529759
152	IKZF4	1.2207803241753	3.65387195320115	3.57800190725454e-05	0.00479626320529759
153	BISPR	1.37525136602391	5.15347455563418	3.68892716498285e-05	0.00489206977349784
154	NFKBID	1.12034906084796	4.66049260824585	3.90148102075802e-05	0.00512589193025206
155	NEXN	2.88484885723944	2.19277409929575	3.90658322842711e-05	0.00512589193025206
156	ULBP1	3.96549103819154	-0.907013295370662	4.08761089741717e-05	0.00526344113385005
157	TMEM200A	3.85459932687646	0.726887427289641	4.09631089492745e-05	0.00526344113385005
158	SLC14A1	-1.66883777431454	2.49749073005012	4.18598030166659e-05	0.00535093430417679
159	OR2I1P	6.74837687769514	-1.87771773220875	4.2713301560729e-05	0.00539211142485426
160	PARP12	1.12854612160179	6.99970069358496	4.28521664977508e-05	0.00539211142485426
161	RHOBTB3	2.69778953014478	3.53653957488194	4.30516578136676e-05	0.00539211142485426
162	EPOP	2.12244147840518	1.49387424450198	4.38690558951995e-05	0.00546687797560328
163	MUC1	2.92883000546747	1.21422241391238	4.44424545181157e-05	0.00551064214797376
164	ERBB3	-2.02771831944465	1.66820901344125	4.47754108660104e-05	0.00551579813314194
165	BCL2L1	1.62827469269446	4.90454828572859	4.49519026257519e-05	0.00551579813314194
166	MAP3K8	2.09796685192335	3.47129214459742	4.5189369166271e-05	0.00551579813314194
167	CTLA4	1.1160012103548	3.82699780327673	4.53737174547746e-05	0.00551579813314194
168	LAMP3	2.50682303858339	4.16989077441431	4.70523237376135e-05	0.00566432318625765
169	OAS3	2.28322952619754	6.61344970899813	5.09118965388225e-05	0.00604097666156105
170	HELZ2	1.57128411834257	4.78449058178852	5.48572957733883e-05	0.00644742217006757
171	ZNF267	1.76403260664513	5.85340241392263	5.54549631554751e-05	0.00648692278911616
172	GPR174	1.19806356995433	7.73723229369289	5.73847673535924e-05	0.00668114950986732
173	GBP6	3.8534676114956	1.80198391580656	5.99126640357073e-05	0.00691057746707677
174	WNT7A	-1.17732692217153	4.33393120271493	6.09712875412639e-05	0.00696786617389771
175	FAM72C	3.89658147665038	-1.68227454312087	6.23829913055483e-05	0.00709649450177198
176	SPPL2A	1.20147428814109	5.57445582587084	6.7514754722558e-05	0.00741926880400926
177	IL12B	4.88615450700969	0.225675085207941	6.76138049802852e-05	0.00741926880400926
178	LTA	1.66200982659402	5.4840235373976	6.86279238256218e-05	0.00746449071469998
179	FBXO6	2.21045994032676	3.24046810087814	7.32124494146145e-05	0.00785730838033797
180	IFIT2	1.86991724983012	5.43310426881073	7.35068165747977e-05	0.00785730838033797
181	LINS1	1.43818059217265	5.92972512713768	7.40453196640186e-05	0.00788090078260944
182	GEM	4.30764437795304	-0.960096190590788	7.72738473739711e-05	0.00818937667105602
183	CCL20	3.14245232889534	0.339662621240165	7.78229420008204e-05	0.00821247293054615
184	CTSO	1.11109892381502	4.90739084214063	8.42994669847722e-05	0.00885823085489561
185	STX11	2.15909528390289	2.81282201741572	8.8154111660834e-05	0.00910889089615425
186	ATP8B2	-1.05223792309264	7.64483381226019	9.22493105278356e-05	0.0094924923310365
187	UMODL1-AS1	-2.86877483878746	-1.43309041458954	9.37546734764186e-05	0.00956799237671484
188	MALT1	1.19908678744068	8.20755502088027	9.4394617099245e-05	0.00959382012067286
189	IER3	1.88030788854816	4.06445399667182	9.59657951052912e-05	0.00967421037730129
190	TNFSF13B	2.23871573868562	4.18093428105728	0.000107330971284528	0.0107326643422782
191	REL	1.64682205307538	4.67807606031055	0.000109905520028408	0.0109459718521465
192	ETV7	6.53272722649205	4.3659844434438	0.000111867806337739	0.0110526284038629
193	TRIM22	1.4198655246647	9.08571345838101	0.000114847961702868	0.0112573699694444
194	RGCC	-1.1060329504017	6.76864836093707	0.000120667283845965	0.0117350116552788
195	PSME1	1.05299243535913	8.05950583654167	0.000130184701976434	0.0124650595533343
196	IFI35	1.74638116692159	4.78015527289739	0.000135518883746742	0.0128861710502481
197	DUSP2	1.68387333759164	4.2689302148409	0.000149272049331276	0.0138880545660079
198	SLC6A9	2.25340780278508	1.30128841686711	0.000150357252556813	0.0138880545660079
199	RAB37	-1.38593631090902	4.29596009472583	0.00015048605782594	0.0138880545660079
200	DDX60	1.24062413993863	5.71233434218582	0.000150646666327519	0.0138880545660079
201	PARP14	1.81364092329211	7.87602560182518	0.000162697949261473	0.0149435053471676
202	STXBP1	-1.18489875689298	4.54276172847775	0.000174528211793001	0.0158539381840829
203	DAPP1	1.23572096684197	5.10067368927606	0.000177722853122153	0.016085215454658
204	XCL1	2.78546790514601	1.10380444313999	0.00018516638172043	0.0166979676373998
205	FAS	2.23422152658524	5.17069597390575	0.000192754283189944	0.0173192516986501
206	FAM241A	1.04251008071882	4.85757567698114	0.000197806350607919	0.0177090241470245
207	CEP162	1.12876476967689	4.39823781279076	0.000201238668778729	0.0179515026872076
208	ERAP2	1.13275831776937	7.05447809486715	0.000206319171301931	0.0183387423982674
209	CARD16	1.08408841803921	4.65305565668596	0.00021404507423593	0.0189575135570601
210	NR4A1AS	4.07699422055949	0.975033101964476	0.000228839876948757	0.0200410484276946
211	ASCC3	1.01310836397237	5.62865007395658	0.000233501162740411	0.0203178783677173
212	TYMP	1.84605228696871	3.08693558985519	0.000237294978309033	0.0205041051117969
213	LY86	2.19548696994396	0.0972058498289251	0.000251172553068715	0.0215530385590002
214	P2RY14	3.71246479355731	0.445758953914868	0.000253806292089161	0.0217039387500659
215	IFI30	2.2434750915337	3.74673334316173	0.000257470044715604	0.0218664371195283
216	DRAM1	1.58027654615899	2.9724051422808	0.000273551163162783	0.0230741336573941
217	BCL2	1.12117848888492	6.77715113886667	0.000277893703907392	0.023282047172971
218	AP1S3	1.89686138351913	0.799972635920494	0.000279824418138413	0.0233648678296785
219	CASP7	1.24459373281015	5.0132935486754	0.000280950583204988	0.0233801795734916
220	TRAF4	1.0223805427298	4.45192101826925	0.000283266492097451	0.0234940660117883
221	RCN1	1.23356744824391	4.21894170896814	0.000310712603928709	0.0251651336809974
222	PLXND1	-1.41597198337472	3.42225561440205	0.000311532563412485	0.0251651336809974
223	CASP4	1.07985995301882	6.96939553793583	0.00031623897366184	0.0253799686337863
224	CD7	1.09377475842015	6.74882933713341	0.000320334868652883	0.0256257561539447
225	BHLHE40	1.68801484153863	4.39926765083587	0.000322945692514301	0.0256830169312929
226	IL1A	6.81778029582014	-1.90991496888708	0.000324184398042217	0.0256851402142139
227	IFNB1	5.81088508091072	-2.55999566394789	0.000364678438421981	0.0285288977742167
228	PALD1	3.36552629338375	-1.79693122985308	0.000404285221439811	0.0311362397716953
229	TRANK1	1.20764482250872	7.63734769235453	0.00040773197213043	0.0313044742317725
230	FEZ1	4.19260246767433	1.3095083887203	0.000412593388500195	0.0315799488932603
231	IL21	4.7976893604791	-1.04441731385498	0.000421057922177642	0.0318968941760233
232	GAL3ST4	-1.46476023000924	5.56194092607651	0.000421879160036116	0.0318968941760233
233	RSAD2	2.10127675982635	3.33911760605359	0.000425154179316582	0.0320468039297019
234	NR4A2	1.97039127270344	2.19396252792871	0.000431102249235079	0.0321048188551974
235	MAP2K6	-1.21047164777271	4.67863080333346	0.000450848787676074	0.033176851885991
236	MARCHF3	1.28640898175268	3.96064375089771	0.000460748141849254	0.0337052895861937
237	NFIX	1.53228308022596	3.98303911384992	0.000475244457545945	0.0343603128358073
238	CETP	2.52354839135472	1.32436251330464	0.000478820377271739	0.0344181638723532
239	GPR171	1.47182607636452	6.09156328332906	0.000489823586235887	0.0351073269221496
240	CCL4L2	4.34704393767684	4.24965244559334	0.000496018476653699	0.0353470178233767
241	GADD45B	1.04092860844993	5.85229428920645	0.000501943976670499	0.0356667870414089
242	MIA-RAB4B	-3.43438136833965	0.7687906404683	0.000510200216011887	0.0360588326472961
243	TIFA	1.54297147145377	4.63433414219663	0.000513317344430003	0.0361640818878399
244	XCL2	2.98998231168813	1.90782763548581	0.000521371561139855	0.0365239924991731
245	IL18R1	1.53135024798794	3.40663508555049	0.000527415106161555	0.0366368829627462
246	TLR3	3.05309147820757	0.997446617990658	0.000536197367647392	0.0371429008946583
247	CXCL11	4.93112136895624	-0.486274019401777	0.000568345566212645	0.0391511158236316
248	UBD	4.17425111439076	0.1794691322044	0.000601446875598424	0.041088928561888
249	ARRDC5	8.62986835657652	-0.273903712898633	0.000611347618883211	0.041650575826057
250	PLSCR1	1.50643086368961	3.44189743917549	0.000631438875780774	0.0426677184754425
251	IFNG	4.66916257615486	2.57093054714576	0.000644825093202507	0.0434538518650244
252	THBS4-AS1	-1.16928307335711	3.22521979554218	0.000655214748587939	0.0440343375345049
253	TSPAN18	-1.5432743385927	4.01564401088048	0.000700872659764581	0.0468488978153689
254	MYB	1.33885154983858	4.82289884766108	0.000708261795312099	0.0472155490912493
255	LACTB	1.01541456391617	4.53178043992067	0.000722628736708943	0.047812499307678
256	TBC1D1	1.06418090667361	6.46753303187038	0.000723000412935169	0.047812499307678
257	XIRP1	5.5978989622828	-1.14108509289247	0.000730703177140614	0.0481933725795481
258	RAB27B	1.79248343300639	2.92215071187338	0.000758719669117321	0.0496450899061753
259	PRR36	-2.63746535645759	-2.05143526163927	0.000766824356087107	0.0499120136656278
